timestamp,LAT,LON,DBS,SOG,COGt,HDGt,ROT,LEE,ROLL,PITCH,BRG,DTG,XTE,MFIT,MFITT,MSOLV,MNOIS,MAGB,MAGBT,MINCL,MCALF,MCALH,AWS,AWA,TWS,TWA,TWD,MROT,VMG,VMC,TGTA,TGTS,TVMG,PSPD,PSR,PVMG,PVMGR,BTA,BTVMG,GBA,GBVMG,VMAX,VMAXA,OWA,TACK
2026-08-12 17:45:10,42.470071059999995,-82.88211743,5.3051,0.0914,354.9474,188.0935,2.2036,0.0,-0.3073,-0.2501,78.2461,1.4533,-0.0001,3.1991,0.0,10.0,0.0013,48.092,0.0,63.5995,0.0,0.0,9.3313,70.1979,9.3014,70.7279,257.6347,-11.2645,0.0349,0.0094,41.8922,7.5888,5.6001,10.5001,0.009,5.6001,0.0064,41.8922,5.6001,137.6122,8.5867,14.0508,120.0,25.8423,229.9207
2026-08-12 17:45:20,42.47006666145486,-82.88211478142983,5.3051,0.1205,354.9474,188.179,2.7734,0.0,-0.5138,-0.2537,78.2345,1.4532,0.0002,3.1992,0.0,10.0,0.001,48.092,0.0,63.6909,0.0,0.0,13.584,75.1692,13.5501,75.7204,262.7224,-11.2685,0.0332,0.0143,50.0,10.4636,6.7259,14.905,0.0093,6.7259,0.0049,50.0,6.7259,144.2149,12.0394,18.3116,120.0,26.2385,238.1172
2026-08-12 17:45:30,42.47006104530246,-82.88210063701118,5.3051,0.1283,354.9474,188.0034,1.2134,0.0,-0.5296,-0.2129,78.2162,1.4526,0.0006,3.1993,0.0,10.0,0.0012,48.092,0.0,63.7484,0.0,0.0,14.8553,67.0011,14.8075,67.4442,254.5408,-11.269,0.0451,0.0148,50.0,11.0689,7.1149,15.3149,0.0082,7.1149,0.0064,50.0,7.1149,148.633,13.3373,19.6501,120.0,18.6905,238.0063
2026-08-12 17:45:40,42.47005733,-82.88210339,5.3051,0.0778,354.9474,188.3221,-4.1777,0.0,-0.273,-0.2025,78.2099,1.4528,0.0008,3.1994,0.0,10.0,0.0018,48.092,0.0,63.7565,0.0,0.0,13.3275,59.0762,13.2852,59.3847,247.0365,-11.2702,0.0427,0.0101,50.0,10.4636,6.7259,12.6801,0.0066,6.7259,0.0063,50.0,6.7259,144.2148,12.0394,18.3116,120.0,9.4421,238.2647
2026-08-12 17:45:50,42.47005600999999,-82.88210506,5.3051,0.0719,354.9474,188.4344,1.6933,0.0,-0.2504,-0.2108,78.2075,1.4529,0.0008,3.1994,0.0,10.0,0.001,48.092,0.0,63.8226,0.0,0.0,13.4732,62.5965,13.4431,62.8433,250.774,-11.2698,0.0297,0.0071,50.0,10.504,6.7518,13.3044,0.0049,6.7518,0.0044,50.0,6.7518,144.5815,12.1271,18.3996,120.0,12.9214,238.436
2026-08-12 17:46:00,42.47005756,-82.88210201999999,5.3051,0.0778,354.9474,188.1015,4.6024,0.0,-0.3327,-0.2001,78.2099,1.4527,0.0008,3.1995,0.0,10.0,0.0004,48.092,0.0,63.9558,0.0,0.0,14.0236,55.605,13.9787,55.8768,243.4369,-11.2736,0.0448,0.01,49.8238,10.8018,6.9653,12.7469,0.0065,6.9653,0.0064,49.8238,6.9653,147.7618,12.8493,19.1157,120.0,6.8328,237.9684
2026-08-12 17:46:10,42.47005866000001,-82.88209788999998,5.3051,0.1341,354.9474,187.8021,-0.3705,0.0,-0.2974,-0.217,78.2112,1.4526,0.0008,3.1996,0.0,10.0,0.0004,48.092,0.0,63.6976,0.0,0.0,13.3101,61.8694,13.2605,62.3065,249.2187,-11.2736,0.0501,0.0127,49.8916,10.3992,6.6984,12.7446,0.0084,6.6984,0.0075,49.8916,6.6984,143.9302,11.9464,18.2129,120.0,10.9634,237.7194
2026-08-12 17:46:20,42.47005749,-82.88209333,5.3051,0.0972,354.9474,187.8774,-4.1486,0.0,-0.2561,-0.2115,78.207,1.4524,0.0009,3.1997,0.0,10.0,0.0014,48.092,0.0,63.6061,0.0,0.0,12.0839,66.9867,12.0452,67.4232,254.4111,-11.2702,0.0383,0.0116,48.5395,9.7106,6.4117,12.7954,0.0079,6.4117,0.006,48.5395,6.4117,141.1813,10.978,17.1746,120.0,19.2296,236.4178
2026-08-12 17:46:30,42.47005885555555,-82.88209484444445,5.3051,0.1594,355.2086,188.2331,0.0529,0.0,-0.6109,-0.217,78.2099,1.4524,0.0008,3.1998,0.0,10.0,0.0018,48.092,0.0,63.7699,0.0,0.0,17.0196,67.6702,16.965,68.1217,255.4069,-11.9504,0.0538,0.0173,50.0,11.648,7.4872,16.1305,0.0088,7.4872,0.0072,50.0,7.4872,149.8248,14.5278,20.9816,120.0,17.69,238.1706
2026-08-12 17:46:40,42.47005726530719,-82.88209880133459,5.3051,0.0894,355.2739,188.4515,3.4007,0.0,-0.1963,-0.2065,78.208,1.4526,0.0008,3.1999,0.0,10.0,0.0011,48.092,0.0,63.7828,0.0,0.0,13.3551,61.4315,13.3082,61.8024,249.4908,-16.2927,0.0469,0.012,50.0,10.5254,6.7656,13.3658,0.0078,6.7656,0.007,50.0,6.7656,144.7765,12.1738,18.4464,120.0,13.0788,238.451
2026-08-12 17:46:50,42.47005616,-82.88210547,5.3051,0.0952,355.2739,188.4009,-0.3552,0.0,-0.3005,-0.2144,78.2077,1.4529,0.0008,3.2,0.0,10.0,0.0008,48.092,0.0,63.5474,0.0,0.0,13.266,59.2152,13.2181,59.572,247.2352,-16.2927,0.0487,0.0109,50.0,10.4969,6.7473,12.5357,0.0075,6.7473,0.0072,50.0,6.7473,144.5177,12.1118,18.3843,120.0,8.8069,238.4274
2026-08-12 17:47:00,42.47005934,-82.88211489,5.3051,0.1263,355.2739,188.1055,0.0112,0.0,-0.2025,-0.2254,78.2189,1.4533,0.0006,3.2001,0.0,10.0,0.0016,48.092,0.0,63.6257,0.0,0.0,12.4901,61.0193,12.4267,61.5513,248.7154,-16.2927,0.0634,0.0164,49.5389,10.0375,6.5103,12.428,0.0109,6.5103,0.0098,49.5389,6.5103,141.611,11.3105,17.5576,120.0,12.4757,237.6977
2026-08-12 17:47:10,42.47006330000001,-82.88212428,5.3051,0.1102,355.2739,188.5132,4.2004,0.0,-0.076,-0.1816,78.2311,1.4536,0.0002,3.2002,0.0,10.0,0.0011,48.092,0.0,63.6939,0.0,0.0,11.9066,55.1264,11.8463,55.5475,242.9758,-16.2851,0.0598,0.0134,49.5211,9.9268,6.4431,11.3086,0.0096,6.4431,0.0093,49.5211,6.4431,140.6781,11.0832,17.3286,120.0,7.0215,237.9489
2026-08-12 17:47:20,42.470067799999995,-82.88213266,5.3051,0.105,355.2739,188.432,1.2773,0.0,-0.0793,-0.1959,78.2439,1.4539,-0.0001,3.2003,0.0,10.0,0.0011,48.092,0.0,63.9534,0.0,0.0,10.5095,56.9739,10.4516,57.465,244.5248,-16.2744,0.061,0.0128,45.1108,8.6519,6.0942,10.5021,0.0106,6.0942,0.01,45.1108,6.0942,140.0,9.9074,15.931,120.0,11.6295,233.5535
2026-08-12 17:47:30,42.4700672,-82.88213384000001,5.3051,0.14,355.2739,187.9673,6.6862,0.0,-0.22,-0.2115,78.2441,1.454,-0.0001,3.2004,0.0,10.0,0.0008,48.092,0.0,63.6388,0.0,0.0,11.706,58.3243,11.647,58.7944,246.1946,-16.2767,0.0609,0.0125,48.3461,9.5104,6.315,11.3377,0.0103,6.315,0.0096,48.3461,6.315,140.0,10.651,16.8369,120.0,10.1328,236.4146
2026-08-12 17:47:40,42.470065773208745,-82.88213035163909,5.3051,0.0933,355.2739,187.7091,2.9591,0.0,-0.1553,-0.2071,78.239,1.4539,0.0,3.2005,0.0,10.0,0.0006,48.092,0.0,63.6772,0.0,0.0,10.2744,58.5436,10.2301,58.9541,245.606,-16.28,0.044,0.0116,44.7564,8.5833,6.07,10.9248,0.008,6.07,0.0073,44.7564,6.07,140.0,9.826,15.8318,120.0,14.9555,232.4594
2026-08-12 17:47:50,42.47006361922489,-82.88213515246869,5.3051,0.0739,355.2739,187.834,-0.7792,0.0,-0.1247,-0.2042,78.2356,1.4541,0.0001,3.2006,0.0,10.0,0.001,48.092,0.0,63.9472,0.0,0.0,11.3441,56.1962,11.3034,56.5047,243.3884,-16.2744,0.0414,0.0088,47.0943,9.1567,6.2295,10.734,0.007,6.2295,0.0067,47.0943,6.2295,140.0,10.3633,16.4864,120.0,9.1318,234.8889
2026-08-12 17:48:00,42.470064099999995,-82.88213665999999,5.3051,0.068,355.2739,188.1755,-0.7521,0.0,-0.2598,-0.212,78.2374,1.4542,0.0001,3.2007,0.0,10.0,0.0025,48.092,0.0,64.0138,0.0,0.0,14.1926,60.3456,14.1584,60.6067,248.42,-16.2775,0.0334,0.0079,49.4903,10.5294,6.8304,13.0769,0.0053,6.8304,0.005,49.4903,6.8304,144.8833,12.3714,18.6633,120.0,10.7565,237.6693
2026-08-12 17:48:10,42.470064480000005,-82.8821303,5.3051,0.0734,355.2739,188.4295,3.8666,0.0,-0.8017,-0.2443,78.2357,1.4539,0.0001,3.2008,0.0,10.0,0.0009,48.092,0.0,63.5742,0.0,0.0,16.0742,67.4945,16.0464,67.7398,255.6328,-17.1138,0.0292,0.0095,50.0,11.3247,7.2794,15.4274,0.0049,7.2794,0.004,50.0,7.2794,147.7847,13.8399,20.2612,120.0,17.116,238.3915
2026-08-12 17:48:20,42.470061779999995,-82.88212719999999,5.3051,0.0933,355.2739,188.5791,4.597,0.0,-0.3167,-0.2195,78.2293,1.4538,0.0003,3.2009,0.0,10.0,0.0016,48.092,0.0,63.6829,0.0,0.0,15.0228,66.6078,14.9877,66.9193,255.0923,-17.9817,0.0334,0.0104,50.0,11.2236,7.2144,15.4052,0.0056,7.2144,0.0046,50.0,7.2144,149.4401,13.6637,19.9978,120.0,17.3247,238.5175
2026-08-12 17:48:30,42.470059599999985,-82.88212437777779,5.3051,0.0797,355.2739,189.0071,-1.5344,0.0,-0.3799,-0.2348,78.2228,1.4537,0.0005,3.201,0.0,10.0,0.0017,48.092,0.0,63.5616,0.0,0.0,13.6424,67.2312,13.6141,67.5181,255.8288,-17.9841,0.0279,0.009,50.0,10.5674,6.7926,14.0501,0.0051,6.7926,0.0041,50.0,6.7926,145.158,12.265,18.5379,120.0,17.2183,238.9397
2026-08-12 17:48:40,42.470058143342776,-82.88212022215804,5.3051,0.0661,355.2739,189.2928,1.3919,0.0,-0.5822,-0.2784,78.2177,1.4535,0.0006,3.2011,0.0,10.0,0.0009,48.092,0.0,63.6528,0.0,0.0,15.5639,73.9714,15.5444,74.2266,262.9117,-17.9818,0.0196,0.0084,50.0,11.1632,7.1756,16.0892,0.0043,7.1756,0.0027,50.0,7.1756,148.3326,13.5229,19.8753,120.0,23.5926,239.2624
2026-08-12 17:48:50,42.47005933,-82.88211641999999,5.3051,0.0778,355.2739,189.1386,3.8621,0.0,-0.4193,-0.2429,78.2192,1.4534,0.0005,3.2012,0.0,10.0,0.002,48.092,0.0,63.783,0.0,0.0,15.1226,70.4179,15.0983,70.6796,259.2949,-17.983,0.0244,0.0098,50.0,11.1569,7.1715,15.8944,0.0047,7.1715,0.0034,50.0,7.1715,149.7911,13.5348,19.8362,120.0,21.0347,239.1764
2026-08-12 17:49:00,42.4700584,-82.88211331999999,5.3051,0.0713,355.2739,188.8857,1.4821,0.0,-0.3113,-0.2199,78.2159,1.4532,0.0006,3.2013,0.0,10.0,0.0011,48.092,0.0,64.0733,0.0,0.0,14.8432,60.779,14.8104,61.0093,249.4404,-17.9853,0.0327,0.0093,50.0,11.0448,7.0995,14.3561,0.005,7.0995,0.0046,50.0,7.0995,149.3721,13.3013,19.5817,120.0,12.8929,238.9277
2026-08-12 17:49:10,42.47005804999999,-82.88211695,5.3051,0.0952,355.2739,188.6472,1.3029,0.0,-0.1522,-0.2093,78.2165,1.4534,0.0006,3.2014,0.0,10.0,0.0014,48.092,0.0,63.8769,0.0,0.0,12.0454,54.7566,11.9927,55.1193,243.0266,-17.983,0.0511,0.0114,49.2933,9.9743,6.4974,11.1787,0.0081,6.4974,0.0079,49.2933,6.4974,141.665,11.2669,17.5017,120.0,5.9407,237.97
2026-08-12 17:49:20,42.47005708,-82.88211620000001,5.3051,0.0758,355.2739,188.8351,3.7957,0.0,-0.2162,-0.239,78.2138,1.4534,0.0007,3.2015,0.0,10.0,0.0022,48.092,0.0,64.1988,0.0,0.0,10.96,61.9507,10.9247,62.2956,250.4239,-17.987,0.0363,0.0101,46.5473,9.0346,6.1922,11.3161,0.0066,6.1922,0.0059,46.5473,6.1922,140.0,10.2376,16.3333,120.0,14.2736,235.3798
2026-08-12 17:49:30,42.47005746,-82.88211684000001,5.3051,0.07,355.2739,188.6444,0.4431,0.0,-0.1708,-0.218,78.2153,1.4534,0.0006,3.2015,0.0,10.0,0.0008,48.092,0.0,64.3977,0.0,0.0,11.6798,75.7171,11.6631,76.0454,264.0422,-17.9811,0.0184,0.0081,47.5889,9.4659,6.3455,13.2462,0.0052,6.3455,0.0029,47.5889,6.3455,141.1619,10.7549,16.9038,120.0,26.6033,236.275
2026-08-12 17:49:40,42.47005405555555,-82.88210895555557,5.3051,0.0661,355.2739,188.7309,0.0481,0.0,-0.0961,-0.2311,78.204,1.4531,0.0009,3.2016,0.0,10.0,0.0016,48.092,0.0,64.1356,0.0,0.0,8.7099,89.0722,8.709,89.5371,277.3241,-17.9784,0.0023,0.0084,70.816,8.7885,6.6324,11.602,0.006,6.6324,0.0005,41.3007,5.6778,138.6394,8.7007,14.3064,120.0,17.1645,259.522
2026-08-12 17:49:50,42.47005019097608,-82.88210452476059,5.3051,0.0778,355.2739,188.9776,1.738,0.0,-0.0818,-0.2289,78.1924,1.4529,0.0012,3.2017,0.0,10.0,0.002,48.092,0.0,63.9601,0.0,0.0,8.4227,77.8735,8.4067,78.3777,266.3223,-17.9791,0.0144,0.0099,69.5587,8.3908,6.3716,10.6429,0.0072,6.3716,0.0028,40.0,5.532,138.1434,8.2811,13.7388,120.0,10.0692,258.5034
2026-08-12 17:50:00,42.47004678006572,-82.88210644798328,5.3051,0.1127,355.2739,188.8647,-1.1471,0.0,-0.1003,-0.208,78.1864,1.4531,0.0014,3.2018,0.0,10.0,0.0011,48.092,0.0,64.0299,0.0,0.0,8.6679,63.7629,8.6192,64.4131,251.9551,-17.9789,0.0458,0.0127,40.0,7.2899,5.5844,10.0932,0.0106,5.5844,0.0082,40.0,5.5844,138.5994,8.3921,13.9258,120.0,25.0829,228.8796
2026-08-12 17:50:10,42.47004715,-82.88211378999999,5.3051,0.121,355.2739,188.8638,1.993,0.0,-0.0292,-0.2134,78.1901,1.4534,0.0013,3.2019,0.0,10.0,0.0018,48.092,0.0,64.1656,0.0,0.0,9.3522,59.6269,9.285,60.3918,247.6821,-17.9749,0.0659,0.0156,42.0128,7.8793,5.8411,10.3351,0.0129,5.8411,0.0114,42.0128,5.8411,139.6374,9.1072,14.9149,120.0,17.6937,230.8672
2026-08-12 17:50:20,42.47005105,-82.88211429,5.3051,0.0719,355.2739,188.9636,1.8102,0.0,0.0424,-0.1886,78.1992,1.4534,0.0011,3.202,0.0,10.0,0.0015,48.092,0.0,64.0471,0.0,0.0,5.9869,61.3259,5.953,61.9447,249.6281,-17.9664,0.0362,0.0102,40.0,5.9711,4.5742,7.886,0.01,4.5742,0.0079,40.0,4.5742,131.421,6.391,10.5631,120.0,22.541,228.9572
2026-08-12 17:50:30,42.47005537,-82.88211220000001,5.3051,0.0661,355.2739,188.982,2.6444,0.0,0.0439,-0.2167,78.2084,1.4532,0.0008,3.2021,0.0,10.0,0.0019,48.092,0.0,63.9869,0.0,0.0,8.0909,56.0409,8.0512,56.4773,244.5278,-17.9669,0.0387,0.009,40.0057,6.9572,5.3291,8.8926,0.0083,5.3291,0.0072,40.0057,5.3291,136.3739,7.8518,13.0149,120.0,17.8011,228.9531
2026-08-12 17:50:40,42.47005767,-82.88211522,5.3051,0.0719,355.2739,189.1611,2.6432,0.0,0.0604,-0.1823,78.2141,1.4533,0.0007,3.2022,0.0,10.0,0.0008,48.092,0.0,63.9789,0.0,0.0,8.28,38.6036,8.2203,38.9364,227.3674,-17.9639,0.0549,0.0085,40.3279,6.882,5.389,6.9423,0.0104,5.2719,0.0104,40.3279,5.389,136.7039,8.0061,13.2404,120.0,-0.5066,229.4923
2026-08-12 17:50:50,42.47006408,-82.88212123999999,5.3051,0.0778,355.2739,189.033,2.0016,0.0,0.1187,-0.2028,78.2306,1.4535,0.0003,3.2023,0.0,10.0,0.0013,48.092,0.0,64.0516,0.0,0.0,8.7732,41.5432,8.7138,41.8855,230.2379,-17.96,0.0469,0.01,42.0561,6.8809,5.6568,7.6137,0.0092,5.2711,0.0089,42.0561,5.6568,138.0086,8.7208,14.2592,120.0,-2.0894,231.1457
2026-08-12 17:51:00,42.4700707,-82.88212785555555,5.3051,0.0933,355.2739,188.9291,6.1268,0.0,0.0569,-0.2073,78.2486,1.4537,-0.0002,3.2024,0.0,10.0,0.001,48.092,0.0,64.0559,0.0,0.0,8.4217,46.0069,8.361,46.4334,234.4572,-17.9639,0.0579,0.0107,40.202,7.0164,5.3789,7.8192,0.0109,5.3678,0.0108,40.202,5.3789,136.691,7.974,13.1999,120.0,6.9829,229.1254
2026-08-12 17:51:10,42.47007283247824,-82.88212942361638,5.3051,0.0836,355.2739,189.0178,0.1384,0.0,0.0283,-0.2024,78.2551,1.4537,-0.0004,3.2025,0.0,10.0,0.0017,48.092,0.0,64.0086,0.0,0.0,8.6276,45.7425,8.5687,46.1596,234.2732,-17.9578,0.0604,0.0107,40.7355,7.1358,5.5889,7.8308,0.0112,5.4664,0.0111,40.7355,5.5889,138.2014,8.4642,13.9685,120.0,4.7117,229.7347
2026-08-12 17:51:20,42.47007344,-82.88212631,5.3051,0.1037,355.2739,189.0617,3.474,0.0,0.303,-0.1616,78.2553,1.4536,-0.0004,3.2026,0.0,10.0,0.0009,48.092,0.0,64.0392,0.0,0.0,7.8535,51.2143,7.7914,51.7962,239.6056,-17.3915,0.0619,0.0113,40.0,6.9826,5.3286,8.2528,0.012,5.349,0.0116,40.0,5.3286,136.3736,7.8504,13.0132,120.0,11.2021,229.0153
2026-08-12 17:51:30,42.470075050000005,-82.88212016,5.2789,0.1458,355.2739,188.906,-0.8062,0.0,1.1485,0.1534,78.2569,1.4533,-0.0004,3.2027,0.0,10.0,0.0024,48.092,0.0,63.7059,0.0,0.0,9.5471,34.8898,9.4123,35.3496,223.2022,-14.0565,0.0652,0.0182,41.4305,7.3764,5.7793,9.3894,0.0123,5.6451,0.0115,41.4305,5.7793,139.4458,8.9268,14.6733,120.0,-0.9614,230.3802
2026-08-12 17:51:40,42.47007875,-82.88211589,5.2395,0.0952,355.2739,188.5698,-2.4049,0.0,0.9605,0.2863,78.264,1.4531,-0.0006,3.2028,0.0,10.0,0.0011,48.092,0.0,63.9298,0.0,0.0,9.6854,35.3953,9.611,35.7203,223.5596,-11.7858,0.0773,0.0119,42.0411,7.1483,5.7296,6.9395,0.0144,5.4759,0.0141,42.0411,5.7296,138.6508,8.8736,14.5183,120.0,-9.6608,230.5897
2026-08-12 17:51:50,42.470083089999996,-82.88211048000001,5.2133,0.1322,355.2739,188.7654,-3.6213,0.0,0.8382,0.1548,78.2721,1.4528,-0.0008,3.2029,0.0,10.0,0.0009,48.092,0.0,64.0421,0.0,0.0,11.6637,38.4071,11.5524,38.8464,226.7734,-11.6779,,0.0231,48.7026,,6.3489,,,,,48.7026,6.3489,140.1353,10.7652,16.9692,120.0,-9.7497,237.521
2026-08-12 17:52:00,42.47008468,-82.88210697999997,5.2176,0.1983,356.1649,188.6114,0.9782,0.0,0.9003,0.041,78.2745,1.4526,-0.0009,3.203,0.0,10.0,0.0015,48.092,0.0,64.0602,0.0,0.0,9.8648,37.0503,9.7352,37.626,224.9863,-11.6735,0.0928,0.0238,43.0675,7.4826,5.9506,6.8519,0.0169,5.732,0.0162,43.0675,5.9506,139.9641,9.4291,15.3442,120.0,-5.0465,231.6637
2026-08-12 17:52:10,42.47008402222222,-82.88210655555557,5.202,0.1205,355.6607,188.9282,-0.7211,0.0,0.8788,-0.0125,78.2732,1.4526,-0.0008,3.2031,0.0,10.0,0.0018,48.092,0.0,63.8528,0.0,0.0,9.4886,35.9957,9.3861,36.4616,224.3582,-11.6753,0.0673,0.0175,41.4498,7.2242,5.7191,6.3741,0.0131,5.534,0.0122,41.4498,5.7191,138.9101,8.8009,14.4591,120.0,-5.3886,230.3156
2026-08-12 17:52:20,42.47008193236558,-82.88210746548393,5.1739,0.1575,354.96,189.0837,0.6398,0.0,0.6592,-0.0813,78.2681,1.4527,-0.0007,3.2032,0.0,10.0,0.0015,48.092,0.0,63.5658,0.0,0.0,9.5724,44.9875,9.4673,45.6891,233.2409,-11.6713,0.1201,0.0202,42.8801,7.5475,5.8835,8.3854,0.0214,5.7168,0.021,42.8801,5.8835,139.492,9.2712,15.0981,120.0,1.3203,231.9581
2026-08-12 17:52:30,42.470076539999994,-82.88210654000001,5.1739,0.1166,354.2369,188.995,0.6226,0.0,0.719,-0.0696,78.2552,1.4527,-0.0004,3.2033,0.0,10.0,0.0008,48.092,0.0,64.0524,0.0,0.0,7.1227,54.5402,7.0559,55.323,242.6687,-11.6621,0.0681,0.0111,40.0,6.6155,5.0896,8.3614,0.0146,5.0678,0.0134,40.0,5.0896,134.3204,7.3464,12.1642,120.0,15.9863,228.9701
2026-08-12 17:52:40,42.470073940000006,-82.88210867000001,5.1739,0.105,354.2369,189.0737,-2.7426,0.0,0.5285,-0.0589,78.2501,1.4528,-0.0002,3.2034,0.0,10.0,0.0003,48.092,0.0,64.1234,0.0,0.0,8.302,32.4707,8.2215,32.8684,221.0433,-11.6702,0.0643,0.0106,40.8618,5.7925,5.1562,6.4921,0.0147,4.4374,0.0145,40.8618,5.1562,135.6532,7.6697,12.6232,120.0,-4.3,229.9344
2026-08-12 17:52:50,42.470073449999994,-82.88210833,5.1739,0.1108,354.2369,188.9777,4.4042,0.0,0.3276,-0.0635,78.2489,1.4528,-0.0002,3.2035,0.0,10.0,0.0012,48.092,0.0,64.0104,0.0,0.0,11.5693,22.4502,11.467,22.6617,211.1152,-11.6644,,0.0112,46.833,,6.2391,,,,,46.833,6.2391,140.387,10.3958,16.5061,120.0,-23.9919,235.7777
2026-08-12 17:53:00,42.47007314,-82.88210772,5.1739,0.1069,354.2369,189.2892,3.9832,0.0,0.3608,0.0992,78.248,1.4528,-0.0002,3.2035,0.0,10.0,0.0012,48.092,0.0,63.6554,0.0,0.0,9.5422,31.5762,9.4515,31.9123,220.4296,-11.6626,,0.0106,41.5842,,5.8535,,,,,41.5842,5.8535,140.0,9.097,14.9436,120.0,-10.3155,230.8497
2026-08-12 17:53:10,42.47007412000001,-82.88210755,5.1739,0.1089,354.2369,189.4211,4.0115,0.0,0.3516,0.1059,78.2501,1.4528,-0.0002,3.2036,0.0,10.0,0.0014,48.092,0.0,63.7433,0.0,0.0,7.0817,42.9779,7.0026,43.5884,231.7185,-11.6598,0.0788,0.011,40.0,6.6264,5.0253,6.8731,0.0156,5.0761,0.0155,40.0,5.0253,133.7338,7.208,11.9309,120.0,3.2679,229.4508
2026-08-12 17:53:20,42.470072022222226,-82.88210776666666,5.1739,0.0952,354.2369,188.7517,1.6989,0.0,0.3859,0.1391,78.2455,1.4528,-0.0001,3.2037,0.0,10.0,0.0016,48.092,0.0,63.5995,0.0,0.0,8.4018,39.7298,8.3321,40.1416,228.4626,-11.6621,0.0674,0.0097,40.1701,6.8545,5.3397,7.0671,0.0129,5.2508,0.0129,40.1701,5.3397,136.369,7.8884,13.0589,120.0,0.9126,229.0065
2026-08-12 17:53:30,42.470065190653756,-82.88210848489976,5.1739,0.1263,354.2369,189.2496,-0.2209,0.0,0.2359,0.2629,78.2287,1.4529,0.0003,3.2038,0.0,10.0,0.0022,48.092,0.0,63.551,0.0,0.0,8.4186,37.3742,8.3259,37.8912,226.1998,-11.6365,0.0966,0.0136,40.3282,7.0279,5.5493,6.7842,0.0183,5.3837,0.0181,40.3282,5.5493,138.0988,8.3457,13.8124,120.0,-2.7737,229.5029
2026-08-12 17:53:40,42.47005663,-82.88210747,5.2001,0.0907,354.2369,189.6905,2.638,0.0,0.0719,0.3228,78.2097,1.453,0.0008,3.2039,0.0,10.0,0.0011,48.092,0.0,63.6659,0.0,0.0,10.086,36.5583,10.0119,36.8738,225.8861,-11.6352,0.0994,0.0098,43.0372,7.4295,5.9526,7.2755,0.0176,5.6913,0.0175,43.0372,5.9526,140.0,9.4309,15.3504,120.0,-5.5472,232.6562
2026-08-12 17:53:50,42.47005212999999,-82.88210190999999,5.2001,0.105,354.2369,189.4352,-2.6417,0.0,0.085,0.275,78.1974,1.4528,0.0011,3.204,0.0,10.0,0.0012,48.092,0.0,63.8048,0.0,0.0,9.6678,31.5003,9.563,31.9,220.5561,-11.6384,,0.013,43.8566,,5.9718,,,,,43.8566,5.9718,139.6802,9.5414,15.4487,120.0,-11.3337,233.3837
2026-08-12 17:54:00,42.47005139999999,-82.88210468,5.2133,0.1069,354.2369,189.3074,-0.9977,0.0,0.2706,0.3187,78.1962,1.453,0.0011,3.2041,0.0,10.0,0.0011,48.092,0.0,63.9436,0.0,0.0,8.2199,37.7199,8.1324,38.2027,226.2886,-11.6369,0.0879,0.0111,40.0,7.2151,5.3443,7.0069,0.0162,5.5271,0.0159,40.0,5.3443,136.5103,7.8837,13.0692,120.0,-3.2442,229.3317
2026-08-12 17:54:10,42.47004968,-82.88210830999999,5.2067,0.0991,354.2369,189.1958,3.1497,0.0,0.2635,0.3061,78.1939,1.4531,0.0012,3.2042,0.0,10.0,0.0018,48.092,0.0,63.9198,0.0,0.0,8.8587,39.5115,8.78,39.9549,228.2857,-11.6422,0.0851,0.0116,41.4634,6.7917,5.5163,6.7622,0.0165,5.2028,0.0164,41.4634,5.5163,137.1373,8.3726,13.736,120.0,-1.492,230.6451
2026-08-12 17:54:20,42.47005113000001,-82.88211147000001,5.2001,0.0914,354.2369,189.4583,3.5921,0.0,0.1938,0.258,78.1984,1.4532,0.0011,3.2043,0.0,10.0,0.002,48.092,0.0,63.8763,0.0,0.0,9.6935,43.325,9.6257,43.7101,231.7581,-11.6403,0.0694,0.01,42.364,7.5959,5.8282,7.8842,0.0122,5.7059,0.0122,42.364,5.8282,139.3173,9.11,14.882,120.0,-0.1775,231.7452
2026-08-12 17:54:30,42.47005516895266,-82.88211213639184,5.1739,0.0929,354.2369,189.9834,0.7277,0.0,0.1578,0.2666,78.2082,1.4532,0.0008,3.2044,0.0,10.0,0.0013,48.092,0.0,63.7767,0.0,0.0,9.9178,58.0971,9.8679,58.5446,246.2913,-11.6403,0.044,0.0094,43.1433,8.1472,5.9599,10.3419,0.0084,5.9484,0.0074,43.1433,5.9599,140.0,9.4553,15.3801,120.0,14.8159,233.0892
2026-08-12 17:54:40,42.47005857387017,-82.8821116125921,5.187,0.0855,354.2369,189.7302,-4.2202,0.0,0.2201,0.3017,78.2157,1.4531,0.0006,3.2045,0.0,10.0,0.0021,48.092,0.0,63.7703,0.0,0.0,10.621,37.8529,10.551,38.158,227.1115,-11.6403,,0.0088,45.4012,,6.114,,,,,45.4012,6.114,140.0,9.9742,16.0123,120.0,-6.5919,235.1959
2026-08-12 17:54:50,42.47006144,-82.88210787999999,5.187,0.1147,354.2369,189.4433,-3.0183,0.0,0.3146,0.3054,78.221,1.4529,0.0005,3.2046,0.0,10.0,0.001,48.092,0.0,63.8205,0.0,0.0,9.8045,48.6207,9.7305,49.1535,236.7823,-11.6438,0.0766,0.0113,43.0369,7.9517,5.9157,9.2899,0.0137,5.8503,0.0131,43.0369,5.9157,139.6784,9.3526,15.2185,120.0,4.3408,232.5197
